Mod:Item:MetaData, Localized Name
Ztones:tile.zechBlock:15, Zech ⑮
Ztones:tile.zionBlock:0, Zion ⓪
Ztones:tile.zionBlock:1, Zion ①
Ztones:tile.zionBlock:2, Zion ②
Ztones:tile.zionBlock:3, Zion ③
Ztones:tile.zionBlock:4, Zion ④
Ztones:tile.zionBlock:5, Zion ⑤
Ztones:tile.zionBlock:6, Zion ⑥
Ztones:tile.zionBlock:7, Zion ⑦
Ztones:tile.zionBlock:8, Zion ⑧
Ztones:tile.zionBlock:9, Zion ⑨
Ztones:tile.zionBlock:10, Zion ⑩
Ztones:tile.zionBlock:11, Zion ⑪
Ztones:tile.zionBlock:12, Zion ⑫
Ztones:tile.zionBlock:13, Zion ⑬
Ztones:tile.zionBlock:14, Zion ⑭
Ztones:tile.zionBlock:15, Zion ⑮
Ztones:tile.zomeBlock:0, Zome ⓪
Ztones:tile.zomeBlock:1, Zome ①
Ztones:tile.zomeBlock:2, Zome ②
Ztones:tile.zomeBlock:3, Zome ③
Ztones:tile.zomeBlock:4, Zome ④
Ztones:tile.zomeBlock:5, Zome ⑤
Ztones:tile.zomeBlock:6, Zome ⑥
Ztones:tile.zomeBlock:7, Zome ⑦
Ztones:tile.zomeBlock:8, Zome ⑧
Ztones:tile.zomeBlock:9, Zome ⑨
Ztones:tile.zomeBlock:10, Zome ⑩
Ztones:tile.zomeBlock:11, Zome ⑪
Ztones:tile.zomeBlock:12, Zome ⑫
Ztones:tile.zomeBlock:13, Zome ⑬
Ztones:tile.zomeBlock:14, Zome ⑭
Ztones:tile.zomeBlock:15, Zome ⑮
Ztones:tile.zoneBlock:0, Zone ⓪
Ztones:tile.zoneBlock:1, Zone ①
Ztones:tile.zoneBlock:2, Zone ②
Ztones:tile.zoneBlock:3, Zone ③
Ztones:tile.zoneBlock:4, Zone ④
Ztones:tile.zoneBlock:5, Zone ⑤
Ztones:tile.zoneBlock:6, Zone ⑥
Ztones:tile.zoneBlock:7, Zone ⑦
Ztones:tile.zoneBlock:8, Zone ⑧
Ztones:tile.zoneBlock:9, Zone ⑨
Ztones:tile.zoneBlock:10, Zone ⑩
Ztones:tile.zoneBlock:11, Zone ⑪
Ztones:tile.zoneBlock:12, Zone ⑫
Ztones:tile.zoneBlock:13, Zone ⑬
Ztones:tile.zoneBlock:14, Zone ⑭
Ztones:tile.zoneBlock:15, Zone ⑮
Ztones:tile.zorgBlock:0, Zorg ⓪
Ztones:tile.zorgBlock:1, Zorg ①
Ztones:tile.zorgBlock:2, Zorg ②
Ztones:tile.zorgBlock:3, Zorg ③
Ztones:tile.zorgBlock:4, Zorg ④
Ztones:tile.zorgBlock:5, Zorg ⑤
Ztones:tile.zorgBlock:6, Zorg ⑥
Ztones:tile.zorgBlock:7, Zorg ⑦
Ztones:tile.zorgBlock:8, Zorg ⑧
Ztones:tile.zorgBlock:9, Zorg ⑨
Ztones:tile.zorgBlock:10, Zorg ⑩
Ztones:tile.zorgBlock:11, Zorg ⑪
Ztones:tile.zorgBlock:12, Zorg ⑫
Ztones:tile.zorgBlock:13, Zorg ⑬
Ztones:tile.zorgBlock:14, Zorg ⑭
Ztones:tile.zorgBlock:15, Zorg ⑮
Ztones:tile.glaxx:0, Tinted Glass ⓪
Ztones:tile.glaxx:1, Tinted Glass ①
Ztones:tile.glaxx:2, Tinted Glass ②
Ztones:tile.glaxx:3, Tinted Glass ③
Ztones:tile.glaxx:4, Tinted Glass ④
Ztones:tile.glaxx:5, Tinted Glass ⑤
Ztones:tile.glaxx:6, Tinted Glass ⑥
Ztones:tile.glaxx:7, Tinted Glass ⑦
Ztones:tile.glaxx:8, Tinted Glass ⑧
Ztones:tile.glaxx:9, Tinted Glass ⑨
Ztones:tile.glaxx:10, Tinted Glass ⑩
Ztones:tile.glaxx:11, Tinted Glass ⑪
Ztones:tile.glaxx:12, Tinted Glass ⑫
Ztones:tile.glaxx:13, Tinted Glass ⑬
Ztones:tile.glaxx:14, Tinted Glass ⑭
Ztones:tile.glaxx:15, Tinted Glass ⑮
Ztones:tile.reedBlock:0, Reed ⓪
Ztones:tile.reedBlock:1, Reed ①
Ztones:tile.reedBlock:2, Reed ②
Ztones:tile.reedBlock:3, Reed ③
Ztones:tile.reedBlock:4, Reed ④
Ztones:tile.reedBlock:5, Reed ⑤
Ztones:tile.reedBlock:6, Reed ⑥
Ztones:tile.reedBlock:7, Reed ⑦
Ztones:tile.reedBlock:8, Reed ⑧
Ztones:tile.reedBlock:9, Reed ⑨
Ztones:tile.reedBlock:10, Reed ⑩
Ztones:tile.reedBlock:11, Reed ⑪
Ztones:tile.reedBlock:12, Reed ⑫
Ztones:tile.reedBlock:13, Reed ⑬
Ztones:tile.reedBlock:14, Reed ⑭
Ztones:tile.reedBlock:15, Reed ⑮
Ztones:tile.syncBlock:0, Sync ⓪
Ztones:tile.syncBlock:1, Sync ①
Ztones:tile.syncBlock:2, Sync ②
Ztones:tile.syncBlock:3, Sync ③
Ztones:tile.syncBlock:4, Sync ④
Ztones:tile.syncBlock:5, Sync ⑤
Ztones:tile.syncBlock:6, Sync ⑥
Ztones:tile.syncBlock:7, Sync ⑦
Ztones:tile.syncBlock:8, Sync ⑧
Ztones:tile.syncBlock:9, Sync ⑨
Ztones:tile.syncBlock:10, Sync ⑩
Ztones:tile.syncBlock:11, Sync ⑪
Ztones:tile.syncBlock:12, Sync ⑫
Ztones:tile.syncBlock:13, Sync ⑬
Ztones:tile.syncBlock:14, Sync ⑭
Ztones:tile.syncBlock:15, Sync ⑮
Ztones:tile.zkulBlock:0, Zkul ⓪
Ztones:tile.zkulBlock:1, Zkul ①
Ztones:tile.zkulBlock:2, Zkul ②
Ztones:tile.zkulBlock:3, Zkul ③
Ztones:tile.zkulBlock:4, Zkul ④
Ztones:tile.zkulBlock:5, Zkul ⑤
Ztones:tile.zkulBlock:6, Zkul ⑥
Ztones:tile.zkulBlock:7, Zkul ⑦
Ztones:tile.zkulBlock:8, Zkul ⑧
Ztones:tile.zkulBlock:9, Zkul ⑨
Ztones:tile.zkulBlock:10, Zkul ⑩
Ztones:tile.zkulBlock:11, Zkul ⑪
Ztones:tile.zkulBlock:12, Zkul ⑫
Ztones:tile.zkulBlock:13, Zkul ⑬
Ztones:tile.zkulBlock:14, Zkul ⑭
Ztones:tile.zkulBlock:15, Zkul ⑮
Ztones:tile.azurBlock:0, Azur ⓪
Ztones:tile.azurBlock:1, Azur ①
Ztones:tile.azurBlock:2, Azur ②
Ztones:tile.azurBlock:3, Azur ③
Ztones:tile.azurBlock:4, Azur ④
Ztones:tile.azurBlock:5, Azur ⑤
Ztones:tile.azurBlock:6, Azur ⑥
Ztones:tile.azurBlock:7, Azur ⑦
Ztones:tile.azurBlock:8, Azur ⑧
Ztones:tile.azurBlock:9, Azur ⑨
Ztones:tile.azurBlock:10, Azur ⑩
Ztones:tile.azurBlock:11, Azur ⑪
Ztones:tile.azurBlock:12, Azur ⑫
Ztones:tile.azurBlock:13, Azur ⑬
Ztones:tile.azurBlock:14, Azur ⑭
Ztones:tile.azurBlock:15, Azur ⑮
Ztones:tile.zetaBlock:0, Zeta ⓪
Ztones:tile.zetaBlock:1, Zeta ①
Ztones:tile.zetaBlock:2, Zeta ②
Ztones:tile.zetaBlock:3, Zeta ③
Ztones:tile.zetaBlock:4, Zeta ④
Ztones:tile.zetaBlock:5, Zeta ⑤
Ztones:tile.zetaBlock:6, Zeta ⑥
Ztones:tile.zetaBlock:7, Zeta ⑦
Ztones:tile.zetaBlock:8, Zeta ⑧
Ztones:tile.zetaBlock:9, Zeta ⑨
Ztones:tile.zetaBlock:10, Zeta ⑩
Ztones:tile.zetaBlock:11, Zeta ⑪
Ztones:tile.zetaBlock:12, Zeta ⑫
Ztones:tile.zetaBlock:13, Zeta ⑬
Ztones:tile.zetaBlock:14, Zeta ⑭
Ztones:tile.zetaBlock:15, Zeta ⑮
Ztones:tile.zestBlock:0, Zest ⓪
Ztones:tile.zestBlock:1, Zest ①
Ztones:tile.zestBlock:2, Zest ②
Ztones:tile.zestBlock:3, Zest ③
Ztones:tile.zestBlock:4, Zest ④
Ztones:tile.zestBlock:5, Zest ⑤
Ztones:tile.zestBlock:6, Zest ⑥
Ztones:tile.zestBlock:7, Zest ⑦
Ztones:tile.zestBlock:8, Zest ⑧
Ztones:tile.zestBlock:9, Zest ⑨
Ztones:tile.zestBlock:10, Zest ⑩
Ztones:tile.zestBlock:11, Zest ⑪
Ztones:tile.zestBlock:12, Zest ⑫
Ztones:tile.zestBlock:13, Zest ⑬
Ztones:tile.zestBlock:14, Zest ⑭
Ztones:tile.zestBlock:15, Zest ⑮
Ztones:tile.zoeaBlock:0, Zoea ⓪
Ztones:tile.zoeaBlock:1, Zoea ①
Ztones:tile.zoeaBlock:2, Zoea ②
Ztones:tile.zoeaBlock:3, Zoea ③
Ztones:tile.zoeaBlock:4, Zoea ④
Ztones:tile.zoeaBlock:5, Zoea ⑤
Ztones:tile.zoeaBlock:6, Zoea ⑥
Ztones:tile.zoeaBlock:7, Zoea ⑦
Ztones:tile.zoeaBlock:8, Zoea ⑧
Ztones:tile.zoeaBlock:9, Zoea ⑨
Ztones:tile.zoeaBlock:10, Zoea ⑩
Ztones:tile.zoeaBlock:11, Zoea ⑪
Ztones:tile.zoeaBlock:12, Zoea ⑫
Ztones:tile.zoeaBlock:13, Zoea ⑬
Ztones:tile.zoeaBlock:14, Zoea ⑭
Ztones:tile.zoeaBlock:15, Zoea ⑮
Ztones:tile.zaneBlock:0, Zane ⓪
Ztones:tile.zaneBlock:1, Zane ①
Ztones:tile.zaneBlock:2, Zane ②
Ztones:tile.zaneBlock:3, Zane ③
Ztones:tile.zaneBlock:4, Zane ④
Ztones:tile.zaneBlock:5, Zane ⑤
Ztones:tile.zaneBlock:6, Zane ⑥
Ztones:tile.zaneBlock:7, Zane ⑦
Ztones:tile.zaneBlock:8, Zane ⑧
Ztones:tile.zaneBlock:9, Zane ⑨
Ztones:tile.zaneBlock:10, Zane ⑩
Ztones:tile.zaneBlock:11, Zane ⑪
Ztones:tile.zaneBlock:12, Zane ⑫
Ztones:tile.zaneBlock:13, Zane ⑬
Ztones:tile.zaneBlock:14, Zane ⑭
Ztones:tile.zaneBlock:15, Zane ⑮
Ztones:tile.zythBlock:0, Zyth ⓪
Ztones:tile.zythBlock:1, Zyth ①
Ztones:tile.zythBlock:2, Zyth ②
Ztones:tile.zythBlock:3, Zyth ③
Ztones:tile.zythBlock:4, Zyth ④
Ztones:tile.zythBlock:5, Zyth ⑤
Ztones:tile.zythBlock:6, Zyth ⑥
Ztones:tile.zythBlock:7, Zyth ⑦
Ztones:tile.zythBlock:8, Zyth ⑧
Ztones:tile.zythBlock:9, Zyth ⑨
Ztones:tile.zythBlock:10, Zyth ⑩
Ztones:tile.zythBlock:11, Zyth ⑪
Ztones:tile.zythBlock:12, Zyth ⑫
Ztones:tile.zythBlock:13, Zyth ⑬
Ztones:tile.zythBlock:14, Zyth ⑭
Ztones:tile.zythBlock:15, Zyth ⑮
Ztones:tile.ztylBlock:0, Ztyl ⓪
Ztones:tile.ztylBlock:1, Ztyl ①
Ztones:tile.ztylBlock:2, Ztyl ②
Ztones:tile.ztylBlock:3, Ztyl ③
Ztones:tile.ztylBlock:4, Ztyl ④
Ztones:tile.ztylBlock:5, Ztyl ⑤
Ztones:tile.ztylBlock:6, Ztyl ⑥
Ztones:tile.ztylBlock:7, Ztyl ⑦
Ztones:tile.ztylBlock:8, Ztyl ⑧
Ztones:tile.ztylBlock:9, Ztyl ⑨
Ztones:tile.ztylBlock:10, Ztyl ⑩
Ztones:tile.ztylBlock:11, Ztyl ⑪
Ztones:tile.ztylBlock:12, Ztyl ⑫
Ztones:tile.ztylBlock:13, Ztyl ⑬
Ztones:tile.ztylBlock:14, Ztyl ⑭
Ztones:tile.ztylBlock:15, Ztyl ⑮
DimensionalAnchors:chunkloader, Dimensional Anchor
doggytalents:dog_bed, Dog Bed
doggytalents:dog_bath, Dog Bath
doggytalents:food_bowl, Food Bowl
MoCreatures:MoCStone:0, WyvernLair Stone
MoCreatures:MoCStone:1, OgreLair Stone
MoCreatures:MoCGrass:0, WyvernLair Grass
MoCreatures:MoCGrass:1, OgreLair Grass
MoCreatures:MoCDirt:0, WyvernLair Dirt
MoCreatures:MoCDirt:1, OgreLair Dirt
MoCreatures:MoCLeaves:0, WyvernLair Leaves
MoCreatures:MoCLeaves:1, OgreLair Leaves
MoCreatures:MoCLog:0, WyvernLair Log
MoCreatures:MoCLog:1, OgreLair Log
MoCreatures:MoCTallGrass:0, WyvernLair Tall Grass
MoCreatures:MoCTallGrass:1, OgreLair Tall Grass
MoCreatures:MoCWoodPlank:0, WyvernLair Wood Plank
MoCreatures:MoCWoodPlank:1, OgreLair Wood Plank
MineFactoryReloaded:conveyor:16, Conveyor Belt
MineFactoryReloaded:conveyor:0, Conveyor Belt (White)
MineFactoryReloaded:conveyor:1, Conveyor Belt (Orange)
MineFactoryReloaded:conveyor:2, Conveyor Belt (Magenta)
MineFactoryReloaded:conveyor:3, Conveyor Belt (Light Blue)
MineFactoryReloaded:conveyor:4, Conveyor Belt (Yellow)
MineFactoryReloaded:conveyor:5, Conveyor Belt (Lime)
MineFactoryReloaded:conveyor:6, Conveyor Belt (Pink)
MineFactoryReloaded:conveyor:7, Conveyor Belt (Gray)
MineFactoryReloaded:conveyor:8, Conveyor Belt (Light Gray)
MineFactoryReloaded:conveyor:9, Conveyor Belt (Cyan)
MineFactoryReloaded:conveyor:10, Conveyor Belt (Purple)
MineFactoryReloaded:conveyor:11, Conveyor Belt (Blue)
MineFactoryReloaded:conveyor:12, Conveyor Belt (Brown)
MineFactoryReloaded:conveyor:13, Conveyor Belt (Green)
MineFactoryReloaded:conveyor:14, Conveyor Belt (Red)
MineFactoryReloaded:conveyor:15, Conveyor Belt (Black)
MineFactoryReloaded:machineblock:0, Factory Machine Block
MineFactoryReloaded:machineblock:1, Programmable RedNet Controller Housing
MineFactoryReloaded:machine.0:0, Planter
MineFactoryReloaded:machine.0:1, Fisher
MineFactoryReloaded:machine.0:2, Harvester
MineFactoryReloaded:machine.0:3, Rancher
MineFactoryReloaded:machine.0:4, Fertilizer
MineFactoryReloaded:machine.0:5, Veterinary Station
MineFactoryReloaded:machine.0:6, Item Collector
MineFactoryReloaded:machine.0:7, Block Breaker
MineFactoryReloaded:machine.0:8, Weather Collector
MineFactoryReloaded:machine.0:9, Sludge Boiler
MineFactoryReloaded:machine.0:10, Sewer
MineFactoryReloaded:machine.0:11, Composter
MineFactoryReloaded:machine.0:12, Breeder
MineFactoryReloaded:machine.0:13, Grinder
MineFactoryReloaded:machine.0:14, Auto-Enchanter
MineFactoryReloaded:machine.0:15, Chronotyper
MineFactoryReloaded:machine.1:0, Ejector
MineFactoryReloaded:machine.1:1, Item Router
MineFactoryReloaded:machine.1:2, Liquid Router
MineFactoryReloaded:machine.1:3, Deep Storage Unit
MineFactoryReloaded:machine.1:4, LiquiCrafter
MineFactoryReloaded:machine.1:5, Lava Fabricator
MineFactoryReloaded:machine.1:6, Steam Boiler
MineFactoryReloaded:machine.1:7, Auto-Jukebox
MineFactoryReloaded:machine.1:8, Unifier
MineFactoryReloaded:machine.1:9, Auto-Spawner
MineFactoryReloaded:machine.1:10, BioReactor
MineFactoryReloaded:machine.1:11, BioFuel Generator
MineFactoryReloaded:machine.1:12, Auto-Disenchanter
MineFactoryReloaded:machine.1:13, Slaughterhouse
MineFactoryReloaded:machine.1:14, Meat Packer
MineFactoryReloaded:machine.1:15, Enchantment Router
MineFactoryReloaded:machine.2:0, Laser Drill
MineFactoryReloaded:machine.2:1, Laser Drill Precharger
MineFactoryReloaded:machine.2:2, Auto-Anvil
MineFactoryReloaded:machine.2:3, Block Smasher
MineFactoryReloaded:machine.2:4, RedNote Block
MineFactoryReloaded:machine.2:5, Auto-Brewer
MineFactoryReloaded:machine.2:6, Fruit Picker
MineFactoryReloaded:machine.2:7, Block Placer
MineFactoryReloaded:machine.2:8, Mob Counter
MineFactoryReloaded:machine.2:9, Steam Turbine
MineFactoryReloaded:machine.2:10, Chunk Loader
MineFactoryReloaded:machine.2:11, Fountain
MineFactoryReloaded:machine.2:12, Mob Router
MineFactoryReloaded:tank, Plastic Tank
MineFactoryReloaded:cable.plastic, Plastic Pipe
MineFactoryReloaded:cable.redstone:0, RedNet Cable
MineFactoryReloaded:cable.redstone:1, RedNet Cable
MineFactoryReloaded:cable.redstone:2, RedNet Energy Cable
MineFactoryReloaded:cable.redstone:3, RedNet Energy Cable
MineFactoryReloaded:rednet.logic, Programmable RedNet Controller
MineFactoryReloaded:rednet.panel:0, RedNet Historian
MineFactoryReloaded:rail.cargo.pickup, Cargo Pickup Rail
MineFactoryReloaded:rail.cargo.dropoff, Cargo Dropoff Rail
MineFactoryReloaded:rail.passenger.pickup, Passenger Pickup Rail
MineFactoryReloaded:rail.passenger.dropoff, Passenger Dropoff Rail
MineFactoryReloaded:rubberwood.sapling:0, Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:1, Sacred Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:2, Mega Rubber Sapling
MineFactoryReloaded:rubberwood.sapling:3, Sacred Rubber Sapling
MineFactoryReloaded:rubberwood.log, Rubber Wood
MineFactoryReloaded:rubberwood.leaves:0, Rubber Leaves
MineFactoryReloaded:rubberwood.leaves:1, Dry Rubber Leaves
MineFactoryReloaded:stainedglass.block:0, Stained Glass (White)
MineFactoryReloaded:stainedglass.block:1, Stained Glass (Orange)
MineFactoryReloaded:stainedglass.block:2, Stained Glass (Magenta)
MineFactoryReloaded:stainedglass.block:3, Stained Glass (Light Blue)
MineFactoryReloaded:stainedglass.block:4, Stained Glass (Yellow)
MineFactoryReloaded:stainedglass.block:5, Stained Glass (Lime)
MineFactoryReloaded:stainedglass.block:6, Stained Glass (Pink)
MineFactoryReloaded:stainedglass.block:7, Stained Glass (Gray)
MineFactoryReloaded:stainedglass.block:8, Stained Glass (Light Gray)
MineFactoryReloaded:stainedglass.block:9, Stained Glass (Cyan)
MineFactoryReloaded:stainedglass.block:10, Stained Glass (Purple)
MineFactoryReloaded:stainedglass.block:11, Stained Glass (Blue)
MineFactoryReloaded:stainedglass.block:12, Stained Glass (Brown)
MineFactoryReloaded:stainedglass.block:13, Stained Glass (Green)
MineFactoryReloaded:stainedglass.block:14, Stained Glass (Red)
MineFactoryReloaded:stainedglass.block:15, Stained Glass (Black)
MineFactoryReloaded:stainedglass.pane:0, Stained Glass Pane (White)
MineFactoryReloaded:stainedglass.pane:1, Stained Glass Pane (Orange)
MineFactoryReloaded:stainedglass.pane:2, Stained Glass Pane (Magenta)
MineFactoryReloaded:stainedglass.pane:3, Stained Glass Pane (Light Blue)
MineFactoryReloaded:stainedglass.pane:4, Stained Glass Pane (Yellow)
MineFactoryReloaded:stainedglass.pane:5, Stained Glass Pane (Lime)
MineFactoryReloaded:stainedglass.pane:6, Stained Glass Pane (Pink)
MineFactoryReloaded:stainedglass.pane:7, Stained Glass Pane (Gray)
MineFactoryReloaded:stainedglass.pane:8, Stained Glass Pane (Light Gray)
MineFactoryReloaded:stainedglass.pane:9, Stained Glass Pane (Cyan)
MineFactoryReloaded:stainedglass.pane:10, Stained Glass Pane (Purple)
MineFactoryReloaded:stainedglass.pane:11, Stained Glass Pane (Blue)
MineFactoryReloaded:stainedglass.pane:12, Stained Glass Pane (Brown)
MineFactoryReloaded:stainedglass.pane:13, Stained Glass Pane (Green)
MineFactoryReloaded:stainedglass.pane:14, Stained Glass Pane (Red)
MineFactoryReloaded:stainedglass.pane:15, Stained Glass Pane (Black)
MineFactoryReloaded:road:0, Road
MineFactoryReloaded:road:1, Road Light
MineFactoryReloaded:road:4, Road Light (Inverted)
MineFactoryReloaded:plastic:0, Block of Plastic
MineFactoryReloaded:plastic:1, Plastic Paver
MineFactoryReloaded:plastic:2, Plastic Column
MineFactoryReloaded:plastic:3, Large Plastic Bricks
MineFactoryReloaded:plastic:4, Chiseled Plastic Bricks
MineFactoryReloaded:plastic:5, Plastic Road
MineFactoryReloaded:plastic:6, Plastic Bricks
MineFactoryReloaded:brick:0, Ice Bricks
MineFactoryReloaded:brick:1, Glowstone Bricks
MineFactoryReloaded:brick:2, Lapis Bricks
MineFactoryReloaded:brick:3, Obsidian Bricks
MineFactoryReloaded:brick:4, Paved Stone Bricks
MineFactoryReloaded:brick:5, Snow Bricks
MineFactoryReloaded:brick:6, Large Ice Bricks
MineFactoryReloaded:brick:7, Large Glowstone Bricks
MineFactoryReloaded:brick:8, Large Lapis Bricks
MineFactoryReloaded:brick:9, Large Obsidian Bricks
MineFactoryReloaded:brick:10, Large Paved Stone Bricks
MineFactoryReloaded:brick:11, Large Snow Bricks
MineFactoryReloaded:brick:12, Raw Meat Block
MineFactoryReloaded:brick:13, Cooked Meat Block
MineFactoryReloaded:brick:14, Large Bricks
MineFactoryReloaded:brick:15, Sugar Charcoal Block
MineFactoryReloaded:stone:0, Smooth Blackstone
MineFactoryReloaded:stone:1, Smooth Whitestone
MineFactoryReloaded:stone:2, Cobble Blackstone
MineFactoryReloaded:stone:3, Cobble Whitestone
MineFactoryReloaded:stone:4, Large Blackstone Bricks
MineFactoryReloaded:stone:5, Large Whitestone Bricks
MineFactoryReloaded:stone:6, Small Blackstone Bricks
MineFactoryReloaded:stone:7, Small Whitestone Bricks
MineFactoryReloaded:stone:8, Blackstone Gravel
MineFactoryReloaded:stone:9, Whitestone Gravel
MineFactoryReloaded:stone:10, Paved Blackstone
MineFactoryReloaded:stone:11, Paved Whitestone
MineFactoryReloaded:pinkslime.block, Pink Slime Block
MineFactoryReloaded:vinescaffold, Vine Scaffolding
MineFactoryReloaded:farmland, Fertile Soil
MineFactoryReloaded:detcord, DetCord
MineFactoryReloaded:milk.still, Milk
MineFactoryReloaded:sludge.still, Sludge
MineFactoryReloaded:sewage.still, Sewage
MineFactoryReloaded:mobessence.still, Essence
MineFactoryReloaded:biofuel.still, BioFuel
MineFactoryReloaded:meat.still, Meat
MineFactoryReloaded:pinkslime.still, Pink Slime
MineFactoryReloaded:chocolatemilk.still, Chocolate Milk
MineFactoryReloaded:mushroomsoup.still, Mushroom Soup
MineFactoryReloaded:steam.still, Steam
EnderIO:blockStirlingGenerator, Stirling Generator
EnderIO:blockCombustionGenerator, Combustion Generator
EnderIO:blockZombieGenerator, Zombie Generator
EnderIO:blockSolarPanel:0, Photovoltaic Cell
EnderIO:blockSolarPanel:1, Advanced Photovoltaic Cell
EnderIO:blockSagMill, SAG Mill
EnderIO:blockAlloySmelter, Alloy Smelter
EnderIO:blockCapBank:0, Creative Capacitor Bank
EnderIO:blockCapBank:1, Basic Capacitor Bank
EnderIO:blockCapBank:1, Basic Capacitor Bank
EnderIO:blockCapBank:2, Capacitor Bank
EnderIO:blockCapBank:2, Capacitor Bank
EnderIO:blockCapBank:3, Vibrant Capacitor Bank
EnderIO:blockCapBank:3, Vibrant Capacitor Bank
EnderIO:blockPainter, Painting Machine
EnderIO:blockPaintedFence:0, Painted Fence
EnderIO:blockPaintedFenceGate:0, Painted Gate
EnderIO:blockPaintedWall:0, Painted Wall
EnderIO:blockPaintedStair:0, Painted Stairs
EnderIO:blockPaintedSlab:0, Painted Slab
EnderIO:blockPaintedDoubleSlab:0, Painted Slab
EnderIO:blockCrafter, Crafter
EnderIO:blockPaintedGlowstone:0, Painted Glowstone
EnderIO:blockPaintedCarpet:0, Painted Carpet
EnderIO:blockVat, The Vat
EnderIO:blockPowerMonitor, Power Monitor
EnderIO:blockFarmStation, Farming Station
EnderIO:blockWirelessCharger, Wireless Charger
EnderIO:blockHyperCube, Dimensional Transceiver (Deprecated)
EnderIO:blockTank:0, Fluid Tank
EnderIO:blockTank:1, Pressurized Fluid Tank
EnderIO:blockReservoir, Reservoir
EnderIO:blockVacuumChest, Vacuum Chest
EnderIO:blockTransceiver, Dimensional Transceiver
EnderIO:blockBuffer:0, Item Buffer
EnderIO:blockBuffer:1, Power Buffer
EnderIO:blockBuffer:2, Omni Buffer
EnderIO:blockBuffer:3, Creative Buffer
EnderIO:blockInventoryPanel, Inventory Panel
EnderIO:blockEnderIo, Ender IO
EnderIO:blockTravelAnchor, Travel Anchor
EnderIO:blockTelePad, Telepad Block
EnderIO:blockSliceAndSplice, Slice'N'Splice
EnderIO:blockSoulBinder, Soul Binder
EnderIO:blockPoweredSpawner, Powered Spawner
EnderIO:blockKillerJoe, Killer Joe
EnderIO:blockAttractor, Attractor Obelisk
EnderIO:blockSpawnGuard, Aversion Obelisk
EnderIO:blockExperienceObelisk, Experience Obelisk
EnderIO:blockWeatherObelisk, Weather Obelisk
EnderIO:blockInhibitorObelisk, tile.blockInhibitorObelisk.name
EnderIO:blockEnchanter, Enchanter
EnderIO:blockDarkSteelPressurePlate:0, Dark Pressure Plate
EnderIO:blockDarkSteelPressurePlate:1, Dark Pressure Plate
EnderIO:blockDarkSteelAnvil:0, Dark Steel Anvil
EnderIO:blockDarkSteelAnvil:1, Slightly Damaged Dark Steel Anvil
EnderIO:blockDarkSteelAnvil:2, Very Damaged Dark Steel Anvil
EnderIO:blockDarkSteelLadder, Dark Steel Ladder
EnderIO:blockElectricLight:0, Powered Light
EnderIO:blockElectricLight:1, Powered Light (Inverted)
EnderIO:blockElectricLight:2, Light
EnderIO:blockElectricLight:3, Light (Inverted)
EnderIO:blockElectricLight:4, Wireless Powered Light
EnderIO:blockElectricLight:5, Wireless Powered Light (Inverted)
EnderIO:blockLightNode, tile.blockLightNode.name
EnderIO:blockReinforcedObsidian, Reinforced Obsidian
EnderIO:blockFusedQuartz:0, Fused Quartz
EnderIO:blockFusedQuartz:1, Quite Clear Glass
EnderIO:blockFusedQuartz:2, Enlightened Fused Quartz
EnderIO:blockFusedQuartz:3, Enlightened Clear Glass
EnderIO:blockFusedQuartz:4, Dark Fused Quartz
EnderIO:blockFusedQuartz:5, Dark Clear Glass
EnderIO:blockEnderRail, Ender Rail
EnderIO:blockConduitBundle, Conduit Connector
EnderIO:blockConduitFacade, tile.blockConduitFacade.name
EnderIO:blockEndermanSkull:0, Enderman Head
EnderIO:blockEndermanSkull:2, Tormented Enderman Head
EnderIO:blockNutrient_distillation, Nutrient Distillation
EnderIO:blockHootch, Hootch
EnderIO:blockRocket_fuel, Rocket Fuel
EnderIO:blockFire_water, Fire Water
EnderIO:blockLiquid_sunshine, Liquid Sunshine
EnderIO:blockCloud_seed, Cloud Seed
EnderIO:blockCloud_seed_concentrated, Concentrated Cloud Seed
EnderIO:blockIngotStorage:0, Electrical Steel Block
EnderIO:blockIngotStorage:1, Energetic Alloy Block
EnderIO:blockIngotStorage:2, Vibrant Alloy Block
EnderIO:blockIngotStorage:3, Redstone Alloy Block
EnderIO:blockIngotStorage:4, Conductive Iron Block
EnderIO:blockIngotStorage:5, Pulsating Iron Block
EnderIO:blockIngotStorage:6, Dark Steel Block
EnderIO:blockIngotStorage:7, Soularium Block
EnderIO:blockDarkIronBars, Dark Iron Bars
enderioaddons:blockBrine1, Light Brine
